"i","V2","V3"
2,1.0391541012414,0.135126582193467
5,0.8706298656639,0.0979091730309367
10,0.361567537527104,0.659413599898129
20,0.11245251865626,0.994024379694038
30,0.538566321658602,0.572332823396433
38,0.633893590450577,0.517155102819877
