"i","V2","V3","V4","V5"
2,0.655740969477387,0.333289452862877,0.000199994332460651,0.000199994332460651
5,0.0705740066305333,0.938567902393618,0.000199997395119333,0.000199997395119333
10,0.0977943106955158,0.906675052448404,0.000200000002917089,0.000200000002917089
20,0.0603332025386554,0.947676613347911,0.000200000260327182,0.000200000260327182
30,0.0199593905743416,0.996091953788273,0.000199999336878975,0.000199999336878975
38,0.0417691694842556,1.01015713203155,0.000200000499249509,0.000200000499249509
