"i","V2","V3"
2,0.658355127741283,0.37629871037372
5,0.884518750070964,0.334303396643614
10,0.834792683378748,0.323848316217364
20,0.823946690191169,0.545378427106306
30,0.576214941563064,0.889497050216486
38,0.380258685497226,0.753026351916305
