"i","V2","V3","V4","V5"
2,0.853221962040256,0.137065084887363,0.000200047737503373,0.000200047737503373
5,0.0505902988188365,0.970222912449774,0.000199999876060564,0.000199999876060564
10,0.0708620327423372,0.95238762662455,0.000199999299799303,0.000199999299799303
20,0.075722609948773,0.945478270852908,0.0001999998939749,0.0001999998939749
30,0.121103154903831,0.957246001964011,0.000200003749217692,0.000200003749217692
38,0.284942254263551,0.780680601984861,0.000199999549996499,0.000199999549996499
