"i","V2","V3","V4","V5"
2,0.0402835912372161,0.966900187708621,0.00752458580431827,0.00752458580431827
5,0.347618371169909,0.547109613013675,-0.00960232378084889,-0.00960232378084889
10,0.160388058931611,0.825849276556619,-0.0073258482915884,-0.0073258482915884
20,0.169659952377485,0.81320172074816,-0.0081495708090895,-0.0081495708090895
30,0.0320566174631354,0.96516815531445,0.00889907511893285,0.00889907511893285
38,0.103422528293474,0.893994551837159,-0.00122173865913126,-0.00122173865913126
