"i","V2","V3"
2,0.496749683832627,0.561365022910057
5,0.631130643266758,0.554179075021403
10,0.760472973899501,0.603909641828438
20,0.822759077277433,0.343797936816061
30,0.368252000412938,0.606813616217138
38,0.298010488233263,0.682685205047272
