"i","V2","V3"
2,0.631525437871057,0.338968624701988
5,0.65918638025505,0.104879817544182
10,0.679212131719355,0.164219184208195
20,0.47231859764219,0.198806377827326
30,0.145262400867454,0.455876325569764
38,0.275966870454235,0.641543281744516
