"i","V2","V3"
2,0.859576938731105,0.112758763988667
5,0.887638626558003,0.0176396826437042
10,0.32018364398822,0.595150478594774
20,-0.00273244163715819,0.888678830217943
30,0.415307337289516,0.500037409234716
38,0.489909987758252,0.419885205516653
