"i","V2","V3"
2,0.658723004744134,0.293407047043743
5,0.68856210637595,0.0743248580095641
10,0.0465963500679339,0.985085009715475
20,0.103900747188484,0.839436390810461
30,0.332795549809249,0.653415792628875
38,0.235012680540008,0.756896174202496
