"i","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
100,0.141286722257389,0.00286692319296957,0.0174790531860827,0.0171626764373559,0.0229614068381038,-0.00129737218780307,0.176777893571975,0.000406397288821759,0.00525763855163005,0.000164608115299863,0.000278162410107576,0.0280694847424588,-0.0250599147992433,-0.011310669875428,-0.0165777046818179,-0.0190467917623131,-0.0277858853326013,0.0431477525548947,-0.0226887976079128,-0.0238982366181545,-0.0240911031076915,-0.024284121329837,0.332919155635652,0.0264222658576462,0.0679077911982353,0.0669680264319986,0.0889089923383255,0.0254545852492181,0.324169280939371,0.0287842115525907,0.0351334188600955,0.0256116536419269,0.0260421665300103
250,0.169028603475702,0.00942584875574174,0.0479658644773088,0.00735734641986346,0.011108250902513,0.110811851953897,0.00256207663866777,0.0107980728646526,0.00338661531101547,0.0112414621676186,0.00221376164453422,0.0621752075838251,-0.0184810143440728,0.00727596557346912,-0.0248369834629205,-0.0141771067213982,0.0259120119191783,-0.0196514559685913,-0.0143014095386812,-0.0188071555269705,-0.0139771872669341,-0.0216242021624723,0.310837325048133,0.0486413935810993,0.105960349611464,0.0377080593430386,0.0343281624675459,0.239426468396538,0.025505196558367,0.0346107401800956,0.0273037635682595,0.0463585742523131,0.0280796497614745
500,0.0739365044489476,-0.00713801833883141,0.0154168553996602,0.00858516746124896,0.00438324099481025,0.0655736359439124,-0.00340288514565304,-0.00373746837930202,0.0475717610961342,-0.00236581075059287,-0.00382073907520768,0.014073996271605,-0.031713390125024,-0.0152838820195017,-0.0177260607365865,-0.020415132423183,0.0100941293937187,-0.0274783751008502,-0.0240775231905713,0.00297674053428498,-0.0270007099938849,-0.0287570301957469,0.169869645240828,0.0173687137986127,0.0468358522892735,0.0345875094524491,0.0294966773827117,0.132453872679358,0.018908004922008,0.0166397742721759,0.105289156834822,0.0236003712091701,0.017484407430908
750,0.120813301064847,0.00238587080377123,0.0118129208123031,0.00825314574042322,0.0136929092698952,0.0333283455641713,-0.00127839446268384,0.00371300535544767,0.00332969086716181,0.0015989586261213,-0.001225769989935,0.055347759028797,-0.0203089487060882,-0.0140081348304105,-0.0197626383853836,-0.0121541737867715,-0.00364980603022924,-0.0246470918054319,-0.0181607495289968,-0.0227695786368741,-0.0202059871497576,-0.0248934926013339,0.19240946950387,0.0284360065317345,0.0400792531994454,0.0374754998601791,0.0409364208478832,0.0718145048293162,0.0196012897486012,0.0319869246346626,0.0256120186392539,0.0243543278218854,0.0222743828068707
1000,0.0398646515104653,0.00734741966725861,0.00718820265566546,0.00190755066600608,0.0114412734908279,0.033144642269171,-0.000243067879384787,0.00334657395351256,-0.000462118035577778,0.0133295243741068,-0.000242955438388605,0.00276614912214573,-0.020773096697018,-0.0215909372286689,-0.0245965174238375,-0.0153944728106267,0.00112986729580311,-0.0286788898033973,-0.0233297336428599,-0.024415478850906,-0.0158541482329843,-0.0286787808080293,0.0934454616343143,0.0340516377844499,0.0424760158612303,0.03233216319472,0.0412243970568657,0.0793397283979695,0.0285914618746467,0.031008491702864,0.0261711810817471,0.0449659262175402,0.0285925697307376
