"i","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
100,0.439585540223314,0.0182269816731195,0.121036003711661,0.000199999061658394,0.000199954346474668,0.0458250848798493,0.753055244696396,0.0109460920314974,0.00774937209541387,0.000200000248195845,0.00130010163300894,0.265404973842125,0.00767416745597782,0.0657625717978324,0.000199967291233086,0.000198884421305542,0.0231715655717501,0.511856315272082,0.00451870746943092,0.00276995528125281,0.00019998739289338,-4.41527251515472e-05,0.63630027807791,0.0394818219144376,0.207296926254065,0.000200031563883843,0.000201073879712138,0.0977636516678437,0.928512260029841,0.0212627483739903,0.0138283360431899,0.000200009724766229,0.00318832762879959
250,0.811395607143146,0.000521598669548174,0.148805122540887,0.000207875516482242,0.000202606329037864,0.263962511805207,0.00658741424889064,0.000201133941863317,0.000200498467262887,0.0367056669970696,0.000532209069036115,0.715876368949409,-0.000831640734379457,0.0925287644675744,7.41501824004925e-05,-4.02848739933217e-07,0.15754293557518,0.0003066232648763,0.000128174908065198,6.04971194591714e-05,0.0167635942698275,-0.00173510775147849,0.90820956919796,0.00241726030205666,0.21702592573403,0.000332106440665963,0.000408248627885788,0.37018457883903,0.0160368809971897,0.000272095253388538,0.000317550261026364,0.0644762420814894,0.00252156080232548
500,0.846551733342681,0.00457505682790501,0.12457709461041,0.00236567932610398,0.000199902750936882,0.263107319709629,0.000691919058871582,0.000199983620349119,0.0015562934192883,0.000199934878805867,0.000199999194549342,0.773992887858256,0.0015760486871722,0.0957129982102279,0.000305699453181527,0.000198314293930107,0.176403894491784,-0.00167367446401243,0.000198797475438778,-0.00164032367782971,0.000190488107605816,0.000199941323403549,0.919403301908384,0.00843955279674946,0.158928251748412,0.00473466356533426,0.000201513114424892,0.377059632804303,0.00296160407551885,0.000201033725263411,0.00563906856332835,0.000209926439625893,0.000200054534518723
750,0.866599699348981,0.00596157717404355,0.125713133544254,0.00019943602149486,0.000200030440049557,0.210037658100956,0.000671707060532074,0.00269867623387354,0.00485186456818776,0.000455168796372122,0.000200036303874223,0.798167233390235,0.00275759048709451,0.0962444059063297,0.000187476954178178,0.000188756411433241,0.130814063754552,-0.00148933488561989,0.000532577892653771,0.0005044038435263,-0.00182159897786707,0.000199316966369467,0.920852988843492,0.009449993594576,0.162424737831591,0.000209387935628305,0.000213976942400051,0.305128184372669,0.00310781557817508,0.00502021852714407,0.00913128294800013,0.00314156616176252,0.00020077317818418
1000,0.67697801362321,0.00983892038833142,0.169273462618612,0.0036213262551801,0.151125723284507,0.379371699943621,0.000208107160671547,0.00586969518869449,0.0100399050811474,0.0218933518125785,0.000200000215523888,0.568357728430119,0.00406706559722223,0.12774193007646,0.000561557906148078,0.0926792185853569,0.260789118976877,-0.000236056620817821,0.00205606968331784,0.00345380404936869,0.0107508115311408,0.000199995297206973,0.787962659598242,0.0165276728111761,0.219739481229604,0.00694965499825847,0.239670821755275,0.514236352824578,0.000725999720263309,0.0108083765012416,0.0173454514790948,0.0353324188571556,0.000200004294387285
