"i","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
100,0.889554919563058,0.0151079998304286,0.480244193179961,0.000199994618431679,0.00020018683105533,0.166083804682081,0.000200003383091518,0.000199987275759185,0.000199993011967035,0.000199987343443871,0.000200009609871482,0.776549928209408,0.00674827809430647,0.346909926804349,0.000199408509268961,0.000197671295580229,0.109380007824577,0.000199955660598294,0.000199008198823622,0.000199448041489339,0.000199692709239885,0.000199561445596003,0.965040530613207,0.0260560880912607,0.630013771632245,0.000200632967537737,0.000202914306656612,0.248747444733336,0.000200060081770673,0.000200980026184192,0.000200497572013697,0.000200304566661322,0.000200564055553551
250,0.560370048359136,0.122397762971947,0.350712974925281,0.000199999728536108,0.000199999728536108,0.000199725850438081,0.000200014768983925,0.000200000010343553,0.770364500475592,0.435707355618364,0.000212231056230163,0.466770767581825,0.0948720169233024,0.287005600572968,0.000199995218328014,0.000199995218328014,0.000197126539793485,0.000199344252617487,0.000199995835386524,0.665262393789644,0.350269230621536,0.000133017419846049,0.644030270222706,0.158872528592438,0.416617491399066,0.000200004054223166,0.000200004054223166,0.000201922995565934,0.00020057981711514,0.000200004018260785,0.850936462621371,0.512413475450052,0.00027589814807569
500,0.831932049023471,0.1700615512336,0.443513542028686,0.000199983195403631,0.000200066571599961,0.664969745582239,0.000199999984861926,0.000200033798883221,0.000200010090083764,0.00019999699424871,0.000199993367119264,0.767445950481312,0.144449559996195,0.389890773122237,0.000199565065076107,0.00019796974486492,0.578059578521658,0.000199965840387017,0.000199476512722513,0.000199648970247387,0.000199820377320761,0.000199628599855806,0.892875726194341,0.201545274268311,0.498169266890172,0.000200327410978812,0.000202199348445961,0.746984444875967,0.000200030095312714,0.000200850572437059,0.000200375271368425,0.000200214014254821,0.000200307141017383
750,0.869088148022487,0.000200000165694686,0.390189942097453,0.379619043491362,0.000200000165694686,0.000199999812224095,0.000200144222789804,0.597179329476538,0.000200000165694686,0.000200000154258084,0.000199995971487505,0.816229718133065,0.00019999797227041,0.341953455959035,0.327552491593025,0.00019999797227041,0.000199997783213179,0.000198854429544038,0.541152336169176,0.00019999797227041,0.00019999807912234,0.000198293707741337,0.924374669544867,0.00020000259986834,0.43658316429408,0.43368221780205,0.00020000259986834,0.000200001788581203,0.000201897672130433,0.660290360038063,0.00020000259986834,0.000200002843958569,0.000202362676731854
1000,0.779702999744532,0.824510025358958,0.379771583830151,0.000199963742708597,0.000199850494249431,0.185503396312704,0.000199999287611263,0.000199903123588583,0.000199976251785398,0.000200022174144937,0.000199988920395108,0.707810755667663,0.755769102305853,0.326685426553152,0.000199559667147756,0.000198132427314698,0.158929191682975,0.000199971026380091,0.000199081605819487,0.000199581733309379,0.000199740386836686,0.000199523083725861,0.833471045637303,0.876939711369477,0.423998349369435,0.000200354348909107,0.000201420177729608,0.213146665021331,0.000200027971297156,0.000200535867418569,0.000200282486673181,0.000200302363109345,0.000200387930198659
