i,V2,V3,V4,V5,V6,V7
5,1.4537552,1.044549424,-8.169370009,-5.439321368,11.60296348,10.55941221
10,0.567312403,0.92502564,0.224277851,0.778683522,0.846707662,1.005604326
20,0.617478236,0.777004625,0.291251659,0.565043868,0.946437089,0.947350281
30,0.300340898,0.757462633,0.229327427,0.684639382,0.386139797,0.828409541
38,0.346566023,0.747127801,0.282231277,0.66533636,0.474185297,0.837797453
