i,V2,V3,V4,V5,V6,V7
5,0.247619449,1.12438527,-8.47636548,-9.68298435,9.453235252,12.68456534
10,0.210023609,0.821141991,0.132960775,0.745521603,0.307440817,0.904401055
20,0.304093931,0.733373842,0.173986195,0.580960867,0.424693922,0.85837921
30,0.344105192,0.712977351,0.277751711,0.647887892,0.405060336,0.797014416
38,0.36299358,0.72014336,0.305493983,0.639975984,0.449650856,0.808665036
