"i","V2","V3"
5,0.423681060023779,0.146324751445486
10,0.535617008223027,0.140479318733939
15,0.439605569820337,0.146335423747989
20,0.272816585681522,0.110287256780802
25,0.119989674154794,0.5946872316424
30,0.139629338829774,0.814322631458743
35,0.118027218815252,0.778180666990729
38,0.134204533298112,0.791714539965271
