"i","V2","V3"
5,0.563930083370188,0.413802856233408
10,0.1700323955266,1.01299153133486
20,0.378275808282144,0.743011604531061
30,0.399759737256738,0.741190231749324
38,0.394358879818274,0.725522182868712
