i,V2,V3,V4,V5,V6,V7
5,0.451055392,0.578860281,0.105096491,0.204511638,0.858164997,0.856040046
10,0.365101011,0.804454068,0.211620123,0.673001944,0.481067645,0.918294547
20,0.388265893,0.783590067,0.272472502,0.658654682,0.477497906,0.885338394
30,0.367720378,0.746478577,0.289887583,0.678414236,0.437439251,0.805135998
38,0.36619319,0.736504132,0.29960934,0.661382081,0.435518591,0.788885898
