"num_obs","V2","V3"
5,0.345703264735875,0.573551897321172
10,0.222680944410157,0.695698090106078
15,0.233017520791184,0.678863521714636
20,0.240391216142879,0.664506589030465
25,0.238688906379423,0.669323044813753
30,0.234927750545333,0.655321335025842
35,0.262845912430503,0.659208504266591
39,0.236867320346081,0.642697778950628
