"i","V2","V3"
5,0.856547481443103,0.146013502316838
10,0.323692603349943,0.691303186280495
20,0.162083357689132,0.849675025760525
30,0.268740566293242,0.748204780386786
38,0.309571321103962,0.715021027360842
