"i","V2","V3","V4","V5"
5,0.672810282031836,0.821803810540222,6.66660137239594e-05,6.66660137239594e-05
10,0.1754292077663,0.853004631234678,6.66664652217985e-05,6.66664652217985e-05
20,0.403134084537429,0.660082612911453,6.66673611555701e-05,6.66673611555701e-05
30,0.294821226915632,0.831822562183257,6.66654288518087e-05,6.66654288518087e-05
38,0.061919057477167,1.00210310555682,6.66649026744848e-05,6.66649026744848e-05
