i,V2,V3,V4,V5,V6,V7
5,0.178049787,0.990825216,0.11444273,0.93526565,0.287804255,1.041351661
10,0.17755229,0.991030037,0.114178937,0.935422,0.285894139,1.042260093
20,0.176005362,0.990797026,0.112947149,0.935462554,0.285511719,1.040971938
30,0.174398301,0.99105026,0.111904942,0.935736855,0.281963714,1.041965166
38,0.17242923,0.991379595,0.110707184,0.936166603,0.277423339,1.043294243
