i,V2,V3,V4,V5,V6,V7
5,0.424025815,0.250475616,0.162332706,-0.150535149,0.802607919,0.704799125
10,0.119647459,0.484246937,0.053653397,0.382696116,0.206686853,0.607036353
20,0.174450381,0.380642431,0.023546399,0.284105717,0.369201743,0.475933781
30,0.137273878,0.333551981,0.085656384,0.233687415,0.169609333,0.406010071
38,0.131553925,0.358103361,0.087165289,0.294970831,0.170228209,0.406799482
