"i","V2","V3"
5,0.726517966371101,0.199439220156315
10,0.199620431708722,0.742741866601219
20,0.173987260770867,0.80374288930191
30,0.189185352229226,0.76827295404947
38,0.245442318866748,0.708752380867042
