"i","V2","V3"
5,0.0956360339533638,0.793334621111606
10,0.162014411238751,0.79841484904837
15,0.115088056843654,0.859091506803486
20,0.197476986218813,0.762184861628909
25,0.302742785430192,0.604852282583201
30,0.313178953515386,0.574852767105365
35,0.302572155678298,0.589730667064106
38,0.282235392854279,0.595764292739989
