"num_obs","V2","V3"
5,0.204825906181263,0.732702810102853
10,0.205379652659021,0.760601387796849
15,0.255114133792022,0.67285665363653
20,0.214367039123195,0.656087509222474
25,0.217072821827332,0.668989011946853
30,0.239607139382321,0.630572696207765
35,0.233427342187452,0.671960233991257
39,0.20536284782055,0.614491812399644
