"i","V2","V3"
5,0.860448382448305,0.121940169084941
10,0.335515454087967,0.668493063684136
20,0.12501425851207,0.871183163152065
30,0.208675111158244,0.783167146996041
38,0.34634261711502,0.65103412367223
