"i","V2","V3"
5,0.619553925840828,0.397693366412734
10,0.284730511197843,0.759390379131888
20,0.212419658697305,0.81789593651482
30,0.282069781318035,0.747006673662804
38,0.320051917122569,0.702309031598154
