"i","V2","V3"
5,0.204579212062202,0.797365738763925
10,0.0662251577741119,0.982819771524305
20,0.247200566519618,0.856068873153262
30,0.439283815327048,0.745535716676875
38,0.392723389406072,0.754155414681794
