"k","V2","V3"
0.005,0.273313615674179,0.701752058423665
0.01,0.276963477843501,0.69904045619751
0.02,0.230277342600141,0.720303987256446
0.05,0.288679945785732,0.642900651526834
0.1,0.286395395698898,0.650507025154098
0.15,0.300908964640316,0.643425734759316
0.2,0.31819277602772,0.628372212707399
0.25,0.311164053677819,0.638891886556576
0.3,0.322745037889818,0.62719683874985
