"i","V2","V3"
5,0.606132619447426,0.392126594206381
10,0.0278651633998544,0.840943682699766
20,0.272527529044652,0.635176853970635
30,0.271647904354038,0.612135960850023
38,0.288613235068966,0.619379168636799
