"i","V2","V3"
5,0.600947348634253,0.390521364340117
10,0.23639108208311,0.713754159177213
20,0.187815722348312,0.79163242521529
30,0.255992016499992,0.720591035330461
38,0.293499956748802,0.679537997751436
