"k","V2","V3"
0.005,0.254501268419205,0.545084880909481
0.01,0.255775588969086,0.579790125300644
0.02,0.227730565802222,0.698971702806796
0.05,0.304022356162793,0.601497738910412
0.1,0.285083978710025,0.616392701535762
0.15,0.267527316807799,0.624492961033033
0.2,0.280397893811184,0.614396675840721
0.25,0.248623785586504,0.657322484847272
0.3,0.232664777161431,0.67230940479147
