i,V2,V3,V4,V5
0.005,0.103070434,0.754637575,0.005079249,0.005079249
0.01,0.118546809,0.739127851,0.004881609,0.004881609
0.02,0.200184654,0.664365155,0.003360872,0.003360872
0.05,0.211582455,0.721299388,0.002423167,0.002423167
0.1,0.233304372,0.736207001,1.41E-05,1.41E-05
0.15,0.296131841,0.701943444,0.001532961,0.001532961
0.2,-0.002882208,0.99865958,-0.003688688,-0.003688688
0.25,0.01468279,0.939220543,0.002488433,0.002488433
0.3,0.00165042,0.98732234,-0.003892715,-0.003892715
