"i","V2","V3"
5,0.657965587644581,0.326332943723812
10,0.056563549770611,0.733818456923169
15,0.180186595095935,0.793769127496912
20,0.197329730050158,0.790292392907716
25,0.21460691092377,0.675660186301974
30,0.239488698516654,0.696989528158847
35,0.264064329839913,0.611739700262573
38,0.256511728528855,0.674257291658528
