"k","V2","V3","V4","V5"
0.005,0.284685142346738,0.691828102067253,-0.0155121465564998,-0.0155121465564998
0.01,0.252171071053983,0.723153074193962,-0.0148567632050042,-0.0148567632050042
0.02,0.216923058762454,0.75575023861383,-0.0137789011241385,-0.0137789011241385
0.05,0.296952939877637,0.682964254600203,-0.0200063545090652,-0.0200063545090652
0.1,0.374393282096721,0.60447617749116,-0.0197348705724177,-0.0197348705724177
0.15,0.406024172791646,0.569880500093655,-0.0195148402826843,-0.0195148402826843
0.2,0.425801029482453,0.552710014097308,-0.0192316678819417,-0.0192316678819417
0.25,0.347775478908673,0.632479208189791,-0.0197027328050125,-0.0197027328050125
0.3,0.421757360811954,0.553086511988026,-0.0186192294083822,-0.0186192294083822
