i,V2,V3,V4,V5,V6,V7
5,0.251232243,0.409677765,0.036903404,0.038222823,0.619141336,0.785179825
10,0.031087118,0.678239468,-0.023405128,0.29813804,0.133815442,0.856552057
20,0.059668522,0.639859589,-0.014847014,0.4324468,0.189992946,0.875482196
30,0.106063094,0.290382981,0.001028731,0.122746928,0.238325794,0.547489855
38,0.096229884,0.31492395,-0.00141871,0.127960037,0.243831076,0.554553179
