"i","V2","V3"
5,0.853277052345443,0.131149268732248
10,0.327044983971131,0.665982319154002
20,0.124351646387949,0.86705445810968
30,0.207903221838364,0.78128399431806
38,0.34122723322653,0.649593229066607
