"k","V2","V3"
0.005,0.305622107914872,0.604087997511472
0.01,0.302755035162217,0.629234387281104
0.02,0.287954663859226,0.654577288311493
0.05,0.273202992343458,0.663259698694807
0.1,0.299739485890877,0.648705692199563
0.15,0.281582704591057,0.628570605354679
0.2,0.281138931736748,0.631624393176598
0.25,0.252541434877076,0.6719608912533
0.3,0.217066746375896,0.665171594098338
