"i","V2","V3"
5,0.810930945433049,0.271864449950769
10,0.245299876446264,0.795074968571593
20,0.188774492920373,0.813777838345387
30,0.227945321914505,0.800288214166233
38,0.287547940403913,0.746551611400361
