"i","V2","V3"
5,0.772672759874818,0.209257704072797
10,0.255984945386644,0.730580844754188
20,0.269070125520296,0.72037351564279
30,0.271584556567145,0.700830129006105
38,0.261822564233357,0.699229102176905
