i,V2,V3,V4,V5,V6,V7
5,0.960391853,0.703512761,0.856131889,0.579678176,1.019589979,0.854475262
10,0.025347918,0.996563348,0.007192002,0.964027623,0.06817867,1.037814281
20,0.395576568,0.71386392,0.347871783,0.635983555,0.441787675,0.809744561
30,0.351116512,0.765151316,0.317063222,0.713667463,0.394654479,0.81702094
38,0.382945856,0.753551466,0.345235103,0.711520197,0.438301166,0.806233522
