"i","V2","V3","V4","V5"
5,0.570047761331951,0.415839045999874,-0.00366024597620275,-0.00366024597620275
10,-0.0185653878828022,0.999338513453798,-0.0192721600703879,-0.0192721600703879
20,0.0983587720807815,0.740468564967606,-0.0168126834390852,-0.0168126834390852
30,0.232861163158876,0.554687403051028,-0.0157213410947873,-0.0157213410947873
38,0.0954365701587489,0.732083129040703,-0.0165548964440112,-0.0165548964440112
