"k","V2","V3"
0.005,0.446014947205382,0.750694428995003
0.01,0.41023343640949,0.750321353875735
0.02,0.291685021475411,0.779731673343808
0.05,0.387802302807747,0.704123701927792
0.1,0.368711541320634,0.723266558637719
0.15,0.358695310098357,0.742363041239949
0.2,0.365487395327933,0.730861532568208
0.25,0.319242026215271,0.765409852755059
0.3,0.30122080380991,0.784186037632907
