"i","V2","V3","V4","V5"
5,0.704021915777642,0.257945831542897,0.00405453511693798,0.00405453511693798
10,0.892138107628287,0.0882396985117622,0.00439413620739097,0.00439413620739097
20,0.942552126408883,0.0611592611305951,0.00462614142088916,0.00462614142088916
30,0.650113191382923,0.331908193761573,0.0190073787872682,0.0190073787872682
38,0.271255049887498,0.738322242924175,0.0193254191873378,0.0193254191873378
