"i","V2","V3"
5,0.201890370757602,0.799807380841728
10,0.0204969245608875,0.927918795785333
20,0.147342202975807,0.741493740361276
30,0.257791205571734,0.547197397895577
38,0.248570232431131,0.595146161345604
