"i","V2","V3"
5,0.286093432142412,0.840329334844562
10,0.221953176572168,0.863837956353671
20,0.207541670206034,0.771797024992103
30,0.211869583550285,0.782363465417548
38,0.285485864333171,0.71147945602812
