i,V2,V3,V4,V5,V6,V7
5,0.409085317,0.558976584,0.036430055,0.132756276,0.776500926,0.899345589
10,0.231340953,0.743842627,0.143263291,0.593491427,0.335415504,0.857027967
20,0.214250197,0.658086974,0.099217502,0.552899777,0.337615373,0.769302166
30,0.230465377,0.640526774,0.163038567,0.577542763,0.308786655,0.719925722
38,0.240339985,0.635249139,0.174852357,0.589234666,0.290066432,0.702428334
