"i","V2","V3"
5,0.169641191369615,0.668607226997381
10,0.120059603321365,0.796627965183906
20,0.224080170928981,0.777203058682129
30,0.213616176832884,0.775362181169336
38,0.283995802564553,0.700557133922518
