"i","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
100,0.0298532204874016,-0.00393121719059938,0.0475637196879827,-0.000750794607323663,-0.0155118686513471,-0.0160944173874303,0.445985952947472,-0.0141814433556316,-0.0155118699367659,-0.0151615055248164,-0.0210027494367907,-0.0187418111776942,-0.0305872445811783,0.0229018503271892,-0.016397659916706,-0.0184693275013208,-0.021070115282579,0.332839052090385,-0.0192281997810351,-0.0184693250709516,-0.021740517390038,-0.0272397486713908,0.108900348306573,0.019673302151692,0.0755403466416524,0.0137251317608764,-0.0126459137732536,-0.0108399629338804,0.556935436186387,-0.00829878089944352,-0.0126459167889089,-0.00976360495543578,-0.014016610010677
250,0.814854509830552,-0.00890683018316929,0.0296299347747665,-0.00948818856702932,-0.00948776594120248,-0.00853787125010309,-0.00721137365748537,0.00157426179147787,0.00493612915054328,0.00555180010909408,-0.00512175831052663,0.795041959080117,-0.0117359711158819,-0.000636338765816338,-0.0119525762116957,-0.0119526208074713,-0.0171785816779415,-0.01423796548332,-0.0211146882268399,-0.0221846430401276,-0.0217363813629783,-0.0127047912033346,0.835111163807148,-0.00577411142830288,0.0921174601312348,-0.00687297016660217,-0.00686928920480628,0.00075213116198741,-0.00220859813275864,0.0285131051123562,0.0274163959779351,0.0282155541189696,0.00286886395773678
500,0.691632777939608,-0.0140207293858767,0.0182289148742662,-0.0075247201583866,-0.00364215636495011,-0.0136133820277658,-0.00803908125525674,-0.0140216854324313,-0.00348753022694036,-0.015885205933775,0.00242886345248528,0.60673011051875,-0.0161618745905332,-0.00502474861582918,-0.0144043706481662,-0.0164962492725298,-0.0194205206480919,-0.0139389939648024,-0.0161581745400826,-0.0158261235837432,-0.0197761249237462,-0.0232544475234377,0.774644040036483,-0.0119287580534254,0.0459907224123513,-0.00144650337572411,0.00787301044480793,-0.00784194681466103,-0.00210835713265162,-0.0119212129065199,0.0103735749271992,-0.011765936070835,0.0287987065853951
750,0.808965427031818,-0.00402626239934721,0.0316923618042303,-0.00969172551199637,-0.00774663820982073,0.080755046608444,-0.0038610654889421,-0.00579550420300805,-0.00379955001237315,-0.00549898724577936,0.00113940301042259,0.770971800410622,-0.0103958317999749,0.00802526986132336,-0.014412427465136,-0.00970428572554097,0.0426341098276774,-0.0102536981525922,-0.013225828900536,-0.0100350823806692,-0.0118651048249846,-0.027309620363202,0.853065540429916,0.00296611744447105,0.0572897162633154,-0.00496574731958291,-0.00592224590625604,0.125603944904511,0.00267475104642229,0.00265912336177183,0.00257609460881157,-0.000303596910326995,0.0206905009008819
1000,0.105942901107469,-0.00345943185453051,0.0298071764432407,-0.00264191593321121,0.0238095247006638,0.000642773609798883,-0.00232236293052941,-0.00410145822507099,-0.00723250678258998,-0.00923992405095899,-0.00353370206593038,0.0230409791198488,-0.00810178863604686,0.00373888639023515,-0.0079054597764007,0.00797099730283774,-0.0311418857937112,-0.0080154639471118,-0.0105186417274253,-0.0113378833867358,-0.0117615063416348,-0.00988389866629453,0.248393036323898,0.00250538469014723,0.0722982753735854,0.0027948294305441,0.0431851950165762,0.0259118814419873,0.00298331784313865,0.00256155464609825,-0.0028233754688279,-0.00700122765518955,0.00336211101424574
